product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
1e9e8ef04dbcff4541ed26657ea517e5,perfumaria,40.0,287.0,1.0,225.0,16.0,10.0,14.0
3aa071139cb16b67ca9e5dea641aaa2f,artes,44.0,276.0,1.0,1000.0,30.0,18.0,20.0
96bd76ec8810374ed1b65e291975717f,esporte_lazer,46.0,250.0,1.0,154.0,18.0,9.0,15.0
cef67bcfe19066a932b7673e239eb23d,bebes,27.0,261.0,1.0,371.0,26.0,4.0,26.0
9dc1a7de274444849c219cff195d0b71,utilidades_domesticas,37.0,402.0,4.0,625.0,20.0,17.0,13.0
41d3672d4792049fa1779bb35283ed13,instrumentos_musicais,60.0,745.0,1.0,200.0,38.0,5.0,11.0
732bd381ad09e530fe0a5f457d81becb,cool_stuff,56.0,1272.0,4.0,18350.0,70.0,24.0,44.0
2548af3e6e77a690cf3eb6368e9ab61e,moveis_decoracao,56.0,184.0,2.0,900.0,40.0,8.0,40.0
37cc742be07708b53a98702e77a21a02,eletrodomesticos,57.0,163.0,1.0,400.0,27.0,13.0,17.0
8c92109888e8cdf9d66dc7e463025574,brinquedos,36.0,1156.0,1.0,600.0,17.0,10.0,12.0
14aa47b7fe5c25522b47b4b29c98dcb9,cama_mesa_banho,54.0,630.0,1.0,1100.0,16.0,10.0,16.0
03b63c5fc16691530586ae020c345514,bebes,49.0,728.0,4.0,7150.0,50.0,19.0,45.0
cf55509ea8edaaac1d28fdb16e48fc22,instrumentos_musicais,43.0,1827.0,3.0,250.0,17.0,7.0,17.0
7bb6f29c2be57716194f96496660c7c2,moveis_decoracao,51.0,2083.0,2.0,600.0,68.0,11.0,13.0
eb31436580a610f202c859463d8c7415,construcao_ferramentas_seguranca,59.0,1602.0,4.0,200.0,17.0,7.0,17.0
3bb7f144022e6732727d8d838a7b13b3,esporte_lazer,22.0,3021.0,1.0,800.0,16.0,2.0,11.0
6a2fb4dd53d2cdb88e0432f1284a004c,perfumaria,39.0,346.0,2.0,400.0,27.0,5.0,20.0
a1b71017a84f92fd8da4aeefba108a24,informatica_acessorios,59.0,636.0,1.0,900.0,40.0,15.0,20.0
a0736b92e52f6cead290e30b578413b6,moveis_decoracao,56.0,296.0,2.0,1700.0,100.0,7.0,15.0
f53103a77d9cf245e579ea37e5ec51f0,cama_mesa_banho,52.0,206.0,1.0,500.0,16.0,10.0,16.0
1c1890ba1779090cd54008a3c3302921,moveis_decoracao,27.0,158.0,4.0,2550.0,29.0,24.0,45.0
518ef5de2c2b3a255e326a4594ba15d9,cama_mesa_banho,27.0,329.0,2.0,800.0,36.0,8.0,16.0
e3e020af31d4d89d2602272b315c3f6e,beleza_saude,58.0,1987.0,3.0,75.0,21.0,7.0,13.0
8b41fbc2b984a12030090112324d1bc4,bebes,55.0,1627.0,1.0,500.0,20.0,13.0,13.0
d03bd02af9fff4b98f1c972315e5e9ef,moveis_decoracao,56.0,209.0,1.0,1800.0,40.0,10.0,30.0
8ba4f2a4ae695d26e5626c1bf710975e,utilidades_domesticas,52.0,968.0,1.0,900.0,50.0,5.0,50.0
f6574524b07d5bb753bab6f35abe2d06,malas_acessorios,52.0,573.0,5.0,3600.0,35.0,25.0,50.0
c78b767da00efb70c1bcccab87c28cd5,informatica_acessorios,35.0,1101.0,2.0,300.0,42.0,2.0,30.0
a0253d43394dd4da9a5d7b1f546f1a32,informatica_acessorios,59.0,1890.0,2.0,740.0,23.0,13.0,13.0
051b9ff13dd55c0a6655a15ff296f80d,esporte_lazer,50.0,529.0,2.0,3600.0,62.0,23.0,23.0
47859fca9dd7485cbd93c3e8993bb74f,cama_mesa_banho,45.0,206.0,1.0,650.0,16.0,10.0,16.0
e1d1d22e9f8122a4ec1533b032c12562,ferramentas_jardim,49.0,1163.0,9.0,2150.0,70.0,8.0,34.0
20e37962088a4061d3578def47a8648b,moveis_decoracao,60.0,208.0,1.0,800.0,40.0,10.0,34.0
1eba879220bd0981a0e2fbab499ed4e1,moveis_escritorio,57.0,476.0,1.0,8950.0,52.0,51.0,17.0
ce5b91848b91118daffb3af53b747475,esporte_lazer,50.0,699.0,4.0,1388.0,34.0,9.0,31.0
5370b82a213393979691c98074265584,bebes,52.0,708.0,9.0,7950.0,33.0,30.0,44.0
b8dac5113b06a97e64943234522572b9,automotivo,43.0,1062.0,2.0,6000.0,87.0,3.0,42.0
750cf819d127191920eda79a4b6fb479,eletronicos,31.0,806.0,1.0,263.0,18.0,12.0,16.0
e6af694343b45b56304ad91974a110b9,utilidades_domesticas,37.0,352.0,1.0,3900.0,19.0,20.0,15.0
680874c570dad71c0a2844cfbf417054,moveis_decoracao,47.0,502.0,1.0,600.0,25.0,25.0,25.0
8b3a9476f74f5297f7ff0ec6d95fe1ea,moveis_decoracao,63.0,254.0,2.0,2050.0,49.0,13.0,41.0
1c6fb703c624b381a20f21f757694866,brinquedos,33.0,471.0,2.0,725.0,22.0,17.0,15.0
db46052aed7dff59ba38cf2fe29b87f9,cama_mesa_banho,56.0,509.0,4.0,6350.0,45.0,15.0,35.0
b864b103180d5a6a3f830e67f93e8735,bebes,47.0,980.0,4.0,600.0,70.0,11.0,11.0
7a8dac4aaa16bc642e4df33adcf03303,cool_stuff,38.0,1701.0,2.0,11750.0,18.0,40.0,79.0
83b9bc6aae6f527ff6aafb9e01d6cbf3,brinquedos,20.0,866.0,3.0,2550.0,22.0,32.0,38.0
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,38.0,1176.0,3.0,15350.0,47.0,40.0,47.0
bbf920aa6ac72007a726e6f419156f8f,moveis_decoracao,42.0,303.0,2.0,1300.0,25.0,16.0,25.0
c3b7e4d83e530c27a8e6368296aece48,moveis_decoracao,60.0,1972.0,2.0,850.0,69.0,11.0,11.0
c5d8079278e912d7e3b6beb48ecb56e8,beleza_saude,60.0,330.0,1.0,1300.0,19.0,28.0,17.0
5eaa343860dc445b3fd43d1b682809fd,esporte_lazer,53.0,3218.0,5.0,4800.0,60.0,30.0,15.0
b5cfb1d3c5e435a7a52227e08f220ee7,cool_stuff,55.0,410.0,2.0,1300.0,36.0,16.0,24.0
334479e94cba98064050db1c9636e244,automotivo,57.0,311.0,1.0,220.0,18.0,14.0,17.0
3fcd8dfe610c62edfb51de2630cd9ef4,bebes,50.0,509.0,4.0,5700.0,41.0,17.0,49.0
4c8056caed5757810b9a68b83c3759e6,malas_acessorios,53.0,1291.0,2.0,450.0,20.0,40.0,30.0
30e77af9e7759bbaa0305d2fbc605dc4,fashion_calcados,60.0,402.0,2.0,2000.0,32.0,12.0,37.0
92bf5d2084dfbcb57d9db7838bac5cd0,telefonia,51.0,427.0,2.0,100.0,19.0,3.0,11.0
fdeb34a9f03fea7c3937dd62d1d0287e,cool_stuff,58.0,1252.0,1.0,1100.0,30.0,20.0,23.0
1065dbb6b0bf03daaedab1236979e296,papelaria,49.0,488.0,3.0,1400.0,38.0,40.0,39.0
0d826eba8e0a2ae3bca9e3a947dd756d,brinquedos,50.0,423.0,4.0,250.0,20.0,14.0,12.0
f8f6fd145cc00519283cf3100477b2b3,esporte_lazer,47.0,956.0,1.0,1050.0,25.0,20.0,14.0
4e04ffb7dd3739ecfc37de8927dd586c,papelaria,59.0,144.0,1.0,500.0,24.0,7.0,16.0
36555a2f528d7b2a255c504191445d39,beleza_saude,51.0,1069.0,1.0,1467.0,23.0,16.0,20.0
22937a73f92a33040ab4e2540355a5d8,fashion_bolsas_e_acessorios,50.0,554.0,3.0,100.0,16.0,5.0,11.0
dc21247da0290904ffbbcd5953c76f95,papelaria,41.0,92.0,1.0,100.0,16.0,5.0,16.0
9020ce7adcc384b2899ae87ddc54767b,papelaria,43.0,198.0,2.0,300.0,23.0,7.0,15.0
bfc1d1c62b1f7f401d8d9dda962bb870,esporte_lazer,50.0,255.0,2.0,950.0,60.0,15.0,15.0
6fef6d87bb6c2eb11d57a967209219a8,ferramentas_jardim,33.0,200.0,1.0,250.0,17.0,3.0,11.0
1e5428c428e0f783acd6e3d94ba4ee2a,pcs,55.0,1067.0,1.0,12000.0,27.0,50.0,53.0
94080f9219044d897195e2be145945dc,automotivo,60.0,1543.0,6.0,921.0,17.0,9.0,16.0
d0389f20b3d11de54e1e4561df147683,casa_construcao,55.0,1441.0,1.0,10000.0,60.0,25.0,25.0
3e9b58f1436820c248d3f98d7229bb14,relogios_presentes,56.0,489.0,2.0,250.0,16.0,11.0,11.0
575c38b4c88fc7b35ef22fc8312bfe1b,cool_stuff,57.0,992.0,3.0,1200.0,44.0,20.0,20.0
556702ebb73d3786a852ad3d5a8ad268,construcao_ferramentas_construcao,54.0,339.0,1.0,4800.0,25.0,8.0,25.0
a3a03c131926ec14d4c9f3ef03016b24,pet_shop,54.0,463.0,1.0,700.0,40.0,20.0,20.0
e586ebb6022265ae1eea38f46ffe3ead,beleza_saude,40.0,1469.0,3.0,1050.0,18.0,21.0,27.0
278b3c6462e86b4556b99989513ddf73,eletroportateis,58.0,587.0,3.0,350.0,20.0,20.0,20.0
0d009643171aee696f4733340bc2fdd0,perfumaria,52.0,150.0,1.0,422.0,21.0,16.0,18.0
be1be330cf34043d1c40d6114cbd11b5,relogios_presentes,51.0,484.0,1.0,317.0,19.0,13.0,16.0
07f01b6fcacc1b187a71e5074199db2d,agro_industria_e_comercio,39.0,430.0,1.0,16400.0,63.0,66.0,56.0
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22.0,1313.0,1.0,938.0,29.0,22.0,23.0
3569d4374a919941a50f57371b1dc93d,beleza_saude,37.0,1168.0,1.0,2700.0,21.0,16.0,31.0
a3c95dc653d9a279b160bc0179385ed1,cama_mesa_banho,39.0,1146.0,1.0,1750.0,30.0,18.0,30.0
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42.0,671.0,1.0,3850.0,29.0,12.0,24.0
b1eae565a61935e0011ee7682fef9dc9,perfumaria,49.0,460.0,2.0,267.0,17.0,13.0,17.0
2734390ee304b0f4817b3c233094fc16,instrumentos_musicais,59.0,2367.0,3.0,16200.0,55.0,40.0,40.0
32ee3f4e2493045726807808d7abbab6,cama_mesa_banho,54.0,381.0,2.0,1400.0,38.0,9.0,27.0
c2367eda4f9623d0355dc5d7796d857a,cama_mesa_banho,50.0,607.0,1.0,6450.0,100.0,10.0,11.0
7f34b85142d1ef9e077a0da9ada27385,moveis_decoracao,59.0,1750.0,3.0,2300.0,105.0,3.0,70.0
c478b1bbf9ec8c5691f37ccb83187386,informatica_acessorios,55.0,163.0,2.0,300.0,25.0,8.0,18.0
f9ecf420c38b90a8af8e7f70fd789264,esporte_lazer,43.0,101.0,1.0,600.0,50.0,10.0,12.0
3a6a0247ced9dcb444b46caafdcdd368,beleza_saude,60.0,2497.0,1.0,3600.0,20.0,20.0,20.0
adf591c625cb265c12bc6749d3a2f757,beleza_saude,60.0,1146.0,6.0,150.0,20.0,24.0,33.0
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57.0,900.0,4.0,400.0,16.0,4.0,11.0
64c8f1a52b407d92518a1f8b79240a70,telefonia,49.0,319.0,1.0,100.0,18.0,6.0,11.0
af16005fca813272caf59c432153949e,moveis_decoracao,55.0,1186.0,2.0,800.0,53.0,8.0,20.0
e6a1ff3552ba3305c1cf0a4dde50347f,automotivo,58.0,703.0,6.0,5250.0,47.0,19.0,23.0
d8a405c732027a2af3187b031890933d,automotivo,50.0,361.0,1.0,200.0,35.0,4.0,26.0
ce94e3c41145e28428cdae952a1fd7f2,relogios_presentes,58.0,899.0,2.0,335.0,17.0,11.0,12.0
3f0f8de616df6efb39a48f3c64eea974,cama_mesa_banho,49.0,701.0,1.0,1300.0,50.0,12.0,12.0
6ddc95e87149457c4c5177b0a474a9ba,moveis_decoracao,47.0,1405.0,3.0,150.0,35.0,2.0,25.0
a2e2851eae0aebb8ee4df32348b42e2b,informatica_acessorios,59.0,504.0,3.0,367.0,16.0,4.0,11.0
723f62c36c298037716bf60c0ad0df3a,relogios_presentes,57.0,276.0,4.0,250.0,16.0,2.0,11.0
b2b3503e675abbc07e278151da072ed2,moveis_decoracao,46.0,287.0,1.0,8500.0,75.0,25.0,55.0
c18c01e09509a509e2b88d3ed40c580e,bebes,46.0,1039.0,1.0,2150.0,42.0,25.0,15.0
a41e356c76fab66334f36de622ecbd3a,,,,,650.0,17.0,14.0,12.0
e7cad5e8ed9b92e788262ad710c33bd0,esporte_lazer,56.0,663.0,4.0,150.0,16.0,5.0,11.0
c33d78b97260227119fb2b71be168fca,cama_mesa_banho,39.0,170.0,1.0,650.0,27.0,10.0,22.0
e8fd6f481db77b847e7ab93fa1510e7e,eletroportateis,53.0,794.0,4.0,2700.0,20.0,26.0,32.0
67bea89008edcb996cfe4e3d062b62a8,utilidades_domesticas,56.0,414.0,1.0,1200.0,23.0,22.0,16.0
e8e86cbab028363545a5bf0ca5e226ee,moveis_sala,36.0,312.0,2.0,6050.0,55.0,10.0,46.0
c12b64bf0861a27e0f06c36ef82f457d,esporte_lazer,53.0,425.0,1.0,150.0,16.0,6.0,11.0
6f0169f259bb0ff432bfff7d829b9946,casa_construcao,58.0,918.0,6.0,1050.0,16.0,20.0,16.0
b6f3b8136ba8302906df7e11ff908751,pet_shop,36.0,617.0,1.0,1350.0,23.0,7.0,30.0
2be2be0a6a5916840503fdf50808ebcb,utilidades_domesticas,41.0,270.0,1.0,600.0,36.0,6.0,19.0
8efa775719397f78f79c8e5c7b0afbd4,moveis_decoracao,22.0,275.0,1.0,1000.0,30.0,18.0,18.0
9e87e3ee09baee5f5c0513ff37bc60ab,cama_mesa_banho,58.0,381.0,2.0,1550.0,43.0,8.0,33.0
a0abcee0132a5aed003d98e459b37698,cama_mesa_banho,58.0,223.0,1.0,2700.0,45.0,13.0,35.0
7f6308ba4057a6a740af7b4dcfb79c13,telefonia,63.0,1930.0,9.0,200.0,19.0,5.0,11.0
1eb4a9aee05c9cad041e09add2a26d68,malas_acessorios,51.0,244.0,1.0,800.0,38.0,8.0,28.0
8da90b37f0fb171b4877c124f965b1f6,perfumaria,56.0,733.0,3.0,377.0,18.0,13.0,15.0
712a72a78ffb66cb6eee87eebbf54519,esporte_lazer,52.0,1049.0,3.0,400.0,45.0,22.0,43.0
c5fb7fbe39f4e09e048ffbc5b28db49a,sinalizacao_e_seguranca,51.0,1212.0,1.0,450.0,16.0,5.0,16.0
f17b05cc8a7651896df8c30884200e9a,climatizacao,30.0,547.0,1.0,2000.0,32.0,51.0,16.0
55ec10b39713ee81ee2c5bcb558cf866,fashion_bolsas_e_acessorios,53.0,1398.0,1.0,300.0,16.0,2.0,11.0
c190c4fe582c5b7ffff586506de83f01,moveis_decoracao,34.0,160.0,1.0,250.0,26.0,14.0,14.0
f908df99196805b5bc4ada9ef510b11b,esporte_lazer,57.0,245.0,2.0,1950.0,60.0,15.0,15.0
ac5bae85a895724330c4acddd581b02b,telefonia,50.0,1254.0,2.0,500.0,16.0,15.0,11.0
d8dee61c2034d6d075997acef1870e9b,,,,,300.0,16.0,7.0,20.0
cbaff83e2c00a2b731d27276bbf52082,artes,59.0,1431.0,6.0,7900.0,70.0,15.0,70.0
ad67f74682943e3857eebf3ca2538d1a,cama_mesa_banho,53.0,261.0,2.0,1800.0,41.0,9.0,34.0
1e12f1836c1f08b25ef78fcdf76fbf08,ferramentas_jardim,60.0,884.0,1.0,900.0,37.0,3.0,23.0
acd427ee119d5c71c7a85ae488cb0a6a,fashion_bolsas_e_acessorios,52.0,68.0,7.0,200.0,16.0,2.0,11.0
60cf4effb6947283fa638d570bd07318,bebes,30.0,410.0,4.0,4500.0,80.0,70.0,28.0
51fed4afb1b41d00ad9d25a73b7fbbc7,consoles_games,48.0,303.0,3.0,250.0,21.0,7.0,15.0
bb09cce52b336261572a5a7e25a33795,utilidades_domesticas,59.0,943.0,1.0,550.0,16.0,25.0,12.0
65a6462e42e05ab3b8dc613566736825,malas_acessorios,49.0,540.0,4.0,1100.0,39.0,12.0,28.0
f2396540fbfac27b5117f0dbd6744b50,cama_mesa_banho,53.0,222.0,1.0,3600.0,40.0,20.0,40.0
70d1bd3a042448105a71d0b41ecbc96b,consoles_games,56.0,235.0,1.0,100.0,16.0,3.0,11.0
0075c14603d80515e20908c156ceb47b,esporte_lazer,50.0,329.0,2.0,150.0,16.0,18.0,16.0
5a42f73d92034010a4e00360fb0df099,esporte_lazer,55.0,144.0,1.0,3775.0,18.0,13.0,16.0
bcd58b852a3b0152b6b384c4e4474ba2,cool_stuff,59.0,797.0,2.0,1400.0,25.0,20.0,20.0
2bfb0bdbcea77da2879f0ef3be9a219e,consoles_games,53.0,439.0,5.0,900.0,22.0,7.0,18.0
87fb220044e9aca16fbec51c6c997aa0,relogios_presentes,60.0,438.0,2.0,250.0,20.0,12.0,20.0
484bf1dff778a416389aafd0dee1cb11,brinquedos,55.0,852.0,1.0,350.0,21.0,9.0,16.0
56139431d72cd51f19eb9f7dae4d1617,,,,,200.0,20.0,20.0,20.0
3cef8174403f4fdedbf24fa67fa9f132,bebes,39.0,805.0,3.0,1800.0,18.0,32.0,27.0
003938452c98ff9ab28e9e7b4bfe97ab,moveis_sala,52.0,420.0,2.0,5050.0,50.0,8.0,50.0
8d6cb00151d423c52855385c89f0bae8,automotivo,58.0,386.0,1.0,27100.0,50.0,50.0,50.0
5877301b00f95e3c6118738b293dfab3,eletrodomesticos,50.0,273.0,1.0,1500.0,65.0,8.0,38.0
e0bbe6292471ff5ab3752414baf78111,relogios_presentes,43.0,572.0,2.0,500.0,16.0,11.0,11.0
dd768d259ee6054e0dadd66c8e2be0b6,cama_mesa_banho,52.0,700.0,2.0,350.0,16.0,10.0,16.0
fc2edee55f4118969f4dc49f7a717605,automotivo,47.0,1548.0,3.0,500.0,16.0,12.0,17.0
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55.0,448.0,1.0,1000.0,20.0,20.0,20.0
46b48281eb6d663ced748f324108c733,,,,,18500.0,41.0,30.0,41.0
db7e6804f1a8206a7e51c9a741a09d9e,brinquedos,51.0,410.0,2.0,300.0,24.0,11.0,24.0
50556c630443502c11acde1c320fe278,beleza_saude,59.0,257.0,1.0,250.0,16.0,2.0,20.0
88d2c501ec765f5d7e8038fa6aab0e62,beleza_saude,51.0,863.0,1.0,10700.0,40.0,40.0,40.0
722fb67c17907e21734449c091420bf5,utilidades_domesticas,29.0,290.0,1.0,1700.0,32.0,21.0,22.0
43b6d9e46e1e6b8ac743a1c31e462937,ferramentas_jardim,31.0,680.0,1.0,7700.0,39.0,28.0,25.0
1ffe365aa7583189e63f2fa4f060b269,esporte_lazer,57.0,785.0,4.0,5200.0,20.0,60.0,35.0
3014e35fd70fce29095ced5cdc89f4ce,telefonia,51.0,244.0,1.0,125.0,17.0,10.0,14.0
e869d449cc32881790ef9af9b4c670f8,moveis_escritorio,50.0,2220.0,1.0,15700.0,58.0,28.0,58.0
a1b3a75aaaee5c9a683f2266c088f720,relogios_presentes,53.0,599.0,2.0,350.0,16.0,11.0,11.0
7fdbc1ecf5fdf5c98d9b14e110133eb3,esporte_lazer,57.0,649.0,1.0,213.0,16.0,10.0,13.0
15b3d40f375c0645c1eed4ed1cd8e17a,fashion_bolsas_e_acessorios,30.0,401.0,3.0,150.0,16.0,11.0,11.0
1cf39a397efa955b102a52ee7ec5531c,automotivo,35.0,907.0,3.0,18200.0,56.0,15.0,15.0
f9471562478eba8761bc985b968a0092,utilidades_domesticas,38.0,390.0,1.0,850.0,18.0,21.0,15.0
e96bac5656eaec25f3d76757fa16d9d3,casa_construcao,55.0,918.0,6.0,1050.0,16.0,20.0,16.0
16b06ede456b922e56fbb4b3818aa875,fashion_bolsas_e_acessorios,48.0,382.0,5.0,200.0,16.0,9.0,11.0
c7147724cd430269c6296fc758c0a086,utilidades_domesticas,32.0,42.0,1.0,300.0,16.0,15.0,11.0
dbb399a8be7395d5b136d49fcdce13df,informatica_acessorios,47.0,764.0,1.0,200.0,23.0,9.0,13.0
ed46d1fbd7bf78ce79910c09fb892abb,esporte_lazer,52.0,406.0,1.0,800.0,20.0,25.0,25.0
d458378a178cd7cae60052319cebf235,papelaria,50.0,198.0,2.0,200.0,24.0,7.0,14.0
596363933adf57df745ecbc8afeec226,esporte_lazer,50.0,853.0,1.0,698.0,46.0,10.0,14.0
4473f3e5c65952b074ef987fa5c24662,telefonia,59.0,776.0,6.0,350.0,17.0,4.0,12.0
8c9faf6aabee9b2a30b83f92d786f6de,livros_interesse_geral,50.0,2913.0,3.0,1000.0,24.0,5.0,17.0
8e71b24c3e25a92fef6176120a67fac7,informatica_acessorios,53.0,585.0,1.0,783.0,21.0,13.0,28.0
828fe032935d7c1901682e5b6cc076c2,perfumaria,48.0,1063.0,2.0,600.0,20.0,20.0,20.0
19502a282608c5627fb32e22724727fc,brinquedos,47.0,181.0,1.0,11650.0,55.0,30.0,30.0
df473738565b52f77b4e22b328b41576,construcao_ferramentas_ferramentas,42.0,369.0,1.0,400.0,16.0,2.0,11.0
657491063e8a63247a108a4d9cedf020,brinquedos,25.0,274.0,1.0,3050.0,40.0,10.0,40.0
a388f2043ca885de714453e4fac616e2,telefonia,50.0,744.0,1.0,100.0,16.0,3.0,11.0
4c6018f41a6c2e5543cc034e94f5ce5b,ferramentas_jardim,44.0,2395.0,1.0,16500.0,40.0,25.0,26.0
a85543a371d5cfafedb80a8177a692b5,utilidades_domesticas,59.0,470.0,2.0,750.0,34.0,14.0,24.0
6b017e0d95d8765a6f2bed3bc272c61e,fashion_underwear_e_moda_praia,39.0,422.0,1.0,250.0,36.0,4.0,20.0
6d14f72afff32795290f2df6507f063c,malas_acessorios,59.0,413.0,3.0,2300.0,84.0,14.0,20.0
75b433ca888fe027b18dfac89a284667,eletronicos,37.0,374.0,1.0,1350.0,33.0,12.0,26.0
9aa70106d14b83c7ad033592870b2b30,utilidades_domesticas,22.0,388.0,3.0,530.0,17.0,20.0,20.0
42fe4aefc7e8a45dd96a59af81dd3fef,automotivo,59.0,162.0,1.0,1300.0,20.0,20.0,20.0
a04cf12934a318be6550b1aeab938bf2,fashion_calcados,59.0,605.0,5.0,4000.0,57.0,14.0,36.0
224703229a7c966a5b191651e1561be2,esporte_lazer,52.0,234.0,4.0,8150.0,20.0,20.0,20.0
43724b27731595d954e911f443fb1cc4,construcao_ferramentas_construcao,57.0,272.0,1.0,2200.0,16.0,2.0,11.0
b29ca3d3127057c43ef4b364bbe360ea,beleza_saude,55.0,1029.0,1.0,1150.0,20.0,25.0,20.0
5e21d5cab5d33e770d8150a4ee6117db,relogios_presentes,60.0,312.0,4.0,200.0,16.0,2.0,11.0
55610b8b7d48294e69fc23f513dfbe98,moveis_decoracao,60.0,1068.0,3.0,400.0,16.0,20.0,16.0
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63.0,244.0,4.0,600.0,29.0,12.0,23.0
5fb61f482620cb672f5e586bb132eae9,,,,,300.0,35.0,7.0,12.0
